From,To
 Q6NX45,Q16204
 Q9Y2P0,Q16204
Q16206,Q96Q77
 Q8TC92,Q16206
 P43364-2,Q16206
 Q6P2C6,Q16206
 P09012,Q16206
 O00463,Q16206
Q16222,Q16222
 Q16222-2,Q16222
P27695,Q16236
 P53365,Q16236
 O15144,Q16236
 P18847,Q16236
 P18848,Q16236
 Q9ULD4,Q16236
 Q9Y297,Q16236
 P55210,Q16236
 P53567,Q16236
 Q96G23,Q16236
 Q6V702,Q16236
 Q9UBW8,Q16236
 O60519,Q16236
 Q9NS37,Q16236
 P35638,Q16236
 O75822,Q16236
 P78545,Q16236
 P19419,Q16236
 P15036,Q16236
 P50549,Q16236
 P43268,Q16236
 P41212,Q16236
 Q9UKB1,Q16236
 P53539,Q16236
 P15408,Q16236
 P15976,Q16236
 P62993,Q16236
 P10914,Q16236
 P05412,Q16236
 O60341,Q16236
 Q14145,Q16236
 P52292,Q16236
 O00629,Q16236
 Q9UJU2,Q16236
 Q9ULX9,Q16236
 O15525,Q16236
 O60675,Q16236
 P52564,Q16236
 O94916,Q16236
 Q6P1K2,Q16236
 P10276,Q16236
 Q04864,Q16236
 Q04206,Q16236
 Q13342,Q16236
 P40763,Q16236
 O75478,Q16236
 P20226,Q16236
 Q10587,Q16236
 P13805,Q16236
 P13805-3,Q16236
 Q9BTA9,Q16236
 Q60953,Q16236
 P11416,Q16236
Q16254,Q92993
 Q5TKA1,Q16254
 Q13526,Q16254
 Q08999,Q16254
 Q14186,Q16254
 Q14188-5,Q16254
 P03129,Q16254
Q16281,Q9NYP9
Q16288,Q6PKX4
 Q99523,Q16288
Q16322,Q9UPQ8
 Q09470,Q16322
 P21145,Q16322
 O43765,Q16322
 P55061,Q16322
P08574,Q16342
 Q92993,Q16342
 Q8TAP4-4,Q16342
 O60260,Q16342
 Q15047-2,Q16342
 Q8IYX1,Q16342
 P61981,Q16342
O43184-4,Q16348
 Q49AR9,Q16348
 P29972,Q16348
 Q6NUJ2,Q16348
 Q9H2X0,Q16348
 Q9H0I2,Q16348
 Q2WGJ6,Q16348
 Q5T749,Q16348
 O76011,Q16348
 P59991,Q16348
 P60328,Q16348
 Q3LI76,Q16348
 Q6PEX3,Q16348
 P61968,Q16348
 Q96HA8,Q16348
 P32242,Q16348
 P78337,Q16348
 Q9NRQ2,Q16348
 Q92922,Q16348
 Q96A09,Q16348
 O43711,Q16348
 O95231,Q16348
 Q9NZC7-5,Q16348
P05067,Q16352
 P37840,Q16352
P05067,Q16363
 Q5QGT7,Q16363
Q16384,Q96GN5
 Q9UBF1,Q16384
 Q8N3F0,Q16384
Q16385,Q99996-2
 Q9H2G9,Q16385
 Q6A162,Q16385
 Q9UBF1,Q16385
 Q96QF0,Q16385
 Q96QF0-2,Q16385
 Q7Z699,Q16385
 Q9Y2D8,Q16385
 Q8N0S2,Q16385
 Q86VP1,Q16385
 O96006,Q16385
 Q8NF64-2,Q16385
 Q96Q35-2,Q16385
 Q8IY81,Q16385
 Q96CN5,Q16385
 Q53GA4,Q16385
 Q9Y5L0,Q16385
 Q9UL33-2,Q16385
Q16401,Q9H0C5
 Q9BX70,Q16401
 Q8WTX7,Q16401
 P49821,Q16401
 P62191,Q16401
 P35998,Q16401
 Q12800,Q16401
 O76024,Q16401
Q16512,Q6UY14-3
 Q9ULX6,Q16512
 Q6PJH3,Q16512
 P05067,Q16512
 P15289,Q16512
 Q14457,Q16512
 Q9H2G9,Q16512
 Q8WU43,Q16512
 Q8IW40,Q16512
 Q96M89-2,Q16512
 Q15834,Q16512
 Q8IV13,Q16512
 Q01850,Q16512
 Q86XR8-3,Q16512
 Q8IYX8-2,Q16512
 Q8NHQ1,Q16512
 A8MQ03,Q16512
 Q9NRI5-2,Q16512
 Q8WWB3,Q16512
 P26641,Q16512
 O00303,Q16512
 Q06547-2,Q16512
 Q08379,Q16512
 A6NEM1,Q16512
 P54257,Q16512
 Q96CS2,Q16512
 Q9NSC5,Q16512
 O75031,Q16512
 Q9UKT9,Q16512
 Q5TA45,Q16512
 Q8N5Z5,Q16512
 Q86T90,Q16512
 P19012,Q16512
 P08779,Q16512
 P08727,Q16512
 Q15323,Q16512
 O76011,Q16512
 Q92764,Q16512
 O76013-2,Q16512
 O76014,Q16512
 Q9BV99,Q16512
 Q9NYL2-1,Q16512
 P53778,Q16512
 O15344,Q16512
 Q9UJV3-2,Q16512
 Q8N108-16,Q16512
 Q8TD10,Q16512
 Q13064,Q16512
 Q5JR59-3,Q16512
 P07196,Q16512
 Q9NRD5,Q16512
 Q8ND90,Q16512
 P78424,Q16512
 P28070,Q16512
 Q96QF0-7,Q16512
 Q9UJW9,Q16512
 Q9H7B4,Q16512
 Q96R06,Q16512
 Q9Y2D8,Q16512
 Q9NZ72,Q16512
 O75558,Q16512
 A1L190,Q16512
 Q8WTV1,Q16512
 Q13077,Q16512
 Q12933,Q16512
 P14373,Q16512
 Q9BZW7,Q16512
 Q8IWV8-2,Q16512
 Q8N6Y0,Q16512
 P08670,Q16512
 Q8TF47,Q16512
 Q9UNY5,Q16512
 Q96MN9-2,Q16512
 Q9P0T4,Q16512
 Q9UGI0,Q16512
 A1JU68,Q16512
Q15118,Q16513
 PRO_0000278753 [O92972],Q16513
P31323,Q16514
 Q6DHZ2,Q16514
 Q15572,Q16514
 P20226,Q16514
 O00268,Q16514
Q16515,Q9NRD5
P15336,Q16520
 P18847,Q16520
 P18848,Q16520
 P49715,Q16520
 P17676,Q16520
 Q15744,Q16520
 P53567,Q16520
 P10176,Q16520
 Q10586,Q16520
 P35638,Q16520
 G5E9A7,Q16520
 P22607,Q16520
 P41250,Q16520
 Q53GS7,Q16520
 Q9HD26,Q16520
 P06396,Q16520
 Q16534,Q16520
 P42858,Q16520
 P05412,Q16520
 P17275,Q16520
 P17535,Q16520
 O60333-2,Q16520
 O43933,Q16520
 P60891,Q16520
 Q7Z699,Q16520
 O76024,Q16520
O14744,Q16526
Q16527,Q7LC44
 Q9Y2V7,Q16527
 P36406,Q16527
 P14373,Q16527
Q16531,Q9H9F9
 Q96SW2,Q16531
 Q96SW2-2,Q16531
 Q13619,Q16531
 Q13620,Q16531
 Q9Y4B6,Q16531
 Q9Y4B6-3,Q16531
 Q8TEB1,Q16531
 Q8WV16,Q16531
 Q5TAQ9,Q16531
 Q92466,Q16531
 Q9NZJ0,Q16531
 O75530,Q16531
 Q969U6-1,Q16531
 Q9ULG1,Q16531
 P42224,Q16531
 Q04725,Q16531
 Q8N5D0-4,Q16531
 P11207,Q16531
 Q72500,Q16531
 P18045,Q16531
 Q89246,Q16531
 Q9QMH9,Q16531
Q16204,Q16533
 Q8IYI6,Q16533
 O14929,Q16533
 O75031,Q16533
 Q92966,Q16533
Q16520,Q16534
 Q9NR55,Q16534
 Q10586,Q16534
 P35638,Q16534
O96017,Q16537
 Q86YF9,Q16537
 P42858,Q16537
 Q9HC29,Q16537
 P30153,Q16537
 P30154,Q16537
 Q9H0H5,Q16537
 Q8IUH5,Q16537
P48730-2,Q16539
 P28562,Q16539
 Q99956,Q16539
 P68104,Q16539
 P46734,Q16539
 P52564,Q16539
 P27361,Q16539
 P49137,Q16539
 Q16644,Q16539
 Q9BUB5,Q16539
 Q9HBH9,Q16539
 P35813,Q16539
 Q15256,Q16539
 P06400,Q16539
 O75676,Q16539
 Q8NEM7,Q16539
 Q92574,Q16539
 Q07352,Q16539
 O43257,Q16539
 P22736-1,Q16539
 Q15256-1,Q16539
 P54830-1,Q16539
 P28482,Q16539
 P49790,Q16539
A8MQ03,Q16540
 Q07627,Q16540
 Q9BYR6,Q16540
 Q8ND90,Q16540
P60709,Q16543
 P63261,Q16543
 P31749,Q16543
 Q9Y243,Q16543
 Q9Y2J4,Q16543
 P02649,Q16543
 Q96GD4,Q16543
 Q8N7W2-2,Q16543
 Q6PI77,Q16543
 Q9H2G9,Q16543
 Q9Y2F9,Q16543
 Q9UQM7,Q16543
 Q13554-3,Q16543
 Q13555-5,Q16543
 Q9BWT7,Q16543
 Q9H257-2,Q16543
 Q6NZI2,Q16543
 Q8NA61-2,Q16543
 Q96M89-2,Q16543
 Q4G0S7,Q16543
 Q7Z6B0-2,Q16543
 Q8TD31-3,Q16543
 Q14004,Q16543
 Q96Q40,Q16543
 P11802,Q16543
 Q00534,Q16543
 P50750,Q16543
 Q53EZ4,Q16543
 Q8NHQ1,Q16543
 Q9UFW8,Q16543
 O15111,Q16543
 Q5HYN5,Q16543
 P78358,Q16543
 Q13620,Q16543
 Q9NTM9,Q16543
 Q9NRI5-2,Q16543
 P00533,Q16543
 P04626,Q16543
 Q9NWS6,Q16543
 Q8IZU0,Q16543
 Q969F0,Q16543
 Q9UKT8,Q16543
 P16591,Q16543
 Q02790,Q16543
 P06241,Q16543
 O60861-1,Q16543
 O95995,Q16543
 P14136,Q16543
 Q96IK5,Q16543
 Q08379,Q16543
 A6NEM1,Q16543
 Q96HH9,Q16543
 Q4V328,Q16543
 Q9NSC5,Q16543
 O75031,Q16543
 P07900,Q16543
 P08238,Q16543
 O14879,Q16543
 O14920,Q16543
 Q14164,Q16543
 Q9Y6K9,Q16543
 Q9UKT9,Q16543
 O75564-2,Q16543
 Q9H079,Q16543
 Q8WZ19,Q16543
 Q7L273,Q16543
 Q9BVG8-5,Q16543
 O95198,Q16543
 O95678,Q16543
 Q01546,Q16543
 Q6VAB6,Q16543
 P53671,Q16543
 Q03252,Q16543
 Q5S007,Q16543
 Q9Y250,Q16543
 Q9Y6D9,Q16543
 Q99558,Q16543
 O43318,Q16543
 O43318-2,Q16543
 Q99750,Q16543
 O15344,Q16543
 Q8TD10,Q16543
 P00540,Q16543
 Q9BYD2,Q16543
 Q8N987,Q16543
 Q7Z6G3-2,Q16543
 P29474,Q16543
 Q9NQ35,Q16543
 Q9BXI3,Q16543
 P22234,Q16543
 O76083-2,Q16543
 Q8N165,Q16543
 Q4G0R1,Q16543
 Q9UL42,Q16543
 P78424,Q16543
 P53041,Q16543
 P31321,Q16543
 Q99873-3,Q16543
 O14744,Q16543
 P41219,Q16543
 P86480,Q16543
 P49768,Q16543
 Q96QS6,Q16543
 P62333,Q16543
 Q13882,Q16543
 Q9UJ41-4,Q16543
 P04049,Q16543
 Q96HR9-2,Q16543
 Q9HAT0,Q16543
 Q9UH03,Q16543
 Q13501,Q16543
 P12931,Q16543
 A7MD48,Q16543
 O43805,Q16543
 Q15831,Q16543
 Q8WU08-2,Q16543
 Q9Y2H1,Q16543
 Q16623,Q16543
 Q6PIF2,Q16543
 Q8IZU3,Q16543
 P15884-3,Q16543
 Q9NVV9,Q16543
 Q9BT49,Q16543
 Q13829,Q16543
 Q15025,Q16543
 Q12933,Q16543
 Q13114,Q16543
 O00463,Q16543
 Q9BYV2,Q16543
 Q9BXA6,Q16543
 Q6PHR2,Q16543
 Q8N6Y0,Q16543
 P07947,Q16543
 O96006,Q16543
 Q9HCK0,Q16543
 Q96BR9,Q16543
 Q8N554,Q16543
 Q8N720,Q16543
 Q96EG3,Q16543
 Q8N446,Q16543
 P33279,Q16543
 P0DTC9,Q16543
 P11500,Q16543
Q16548,Q16611
 O43521,Q16548
 Q13323,Q16548
 Q5HYN5,Q16548
 Q8IZU0,Q16548
P14136,Q16549
 Q8WXH2,Q16549
 Q92876,Q16549
 P19404,Q16549
 P29474,Q16549
 P16284,Q16549
 P17612,Q16549
 P50454,Q16549
 P37173,Q16549
Q16552,Q9BQC3
 Q6PIL6,Q16552
Q16553,Q6ZSS7
 Q9NV12,Q16553
 Q96HH6,Q16553
 A5PKU2,Q16553
 PRO_0000449624 [P0DTD1],Q16553
Q14194,Q16555
 Q16555,Q16555
 Q14195,Q16555
 Q14195-2,Q16555
 Q8IXW6,Q16555
 Q9BPU6,Q16555
 Q9H8Y8,Q16555
 P42858,Q16555
Q16558,Q9UNK0
Q16560,X5D778
 P45973,Q16560
 Q2TAC2-2,Q16560
 P40227,Q16560
 P61024,Q16560
 P49761,Q16560
 Q9H8Y8,Q16560
 Q9H8W4,Q16560
 P17612,Q16560
 P20340-2,Q16560
 P0C264,Q16560
 P50454,Q16560
 Q92966,Q16560
 Q9BSW7,Q16560
 P37173,Q16560
 Q01081,Q16560
 P55072,Q16560
Q16563,Q92685
 Q9NP61,Q16563
 Q96Q77,Q16563
 Q96AL5,Q16563
 P30405,Q16563
 Q8N0V3,Q16563
 O00560,Q16563
 Q9BW92,Q16563
 Q53QW1,Q16563
 P40199,Q16568
 O14770-4,Q16568
P22290,Q16570
 P51681,Q16570
Q16572,Q9P0B6
 Q9GZY8-5,Q16572
 I3L0A0,Q16572
P62805,Q16576
 Q13547,Q16576
 O94776,Q16576
 Q17R98,Q16576
 P62799,Q16576
P60953,Q16584
 P35240,Q16584
 P70218,Q16584
 PRO_0000045602 [Q99IB8],Q16584
Q08AM2,Q16585
 O95236-2,Q16585
 Q6PL45-2,Q16585
 Q9BXN2-6,Q16585
 Q96DZ9-2,Q16585
 Q08426,Q16585
 P21145,Q16585
 Q99735,Q16585
 Q92982,Q16585
 Q01453,Q16585
 P53801,Q16585
 Q08AT0,Q16585
 Q9NWF4,Q16585
 Q9BZL3,Q16585
 P17152,Q16585
 P01375,Q16585
P54725,Q16586
 P50454,Q16586
 O43765,Q16586
 Q96EQ0,Q16586
 P37173,Q16586
Q14919,Q16594
 Q92831,Q16594
 P52294,Q16594
 O60684,Q16594
 Q9Y6J9,Q16594
 P46099,Q16594
Q16595,Q9BVU5
 Q9HC96,Q16595
 Q92828,Q16595
 Q9UN19,Q16595
 A6NEM1,Q16595
 O75925,Q16595
 Q9NS23-4,Q16595
 Q8WVD3,Q16595
 Q96D59,Q16595
 Q8N6K7-2,Q16595
 Q9GZS3,Q16595
Q16600,Q9BWT7
 Q8NHQ1,Q16600
 P28799,Q16600
 P60371,Q16600
 Q5JR59-3,Q16600
 Q7Z699,Q16600
 O76024,Q16600
 Q15007,Q16600
 O60894,Q16602
 O60895,Q16602
Q16610,Q9NQ94
 Q08043,Q16610
 O75934,Q16610
 Q9NX04,Q16610
 A8MQ03,Q16610
 Q86UW9,Q16610
 Q9H0I2,Q16610
 P48023,Q16610
 O75344,Q16610
 O43559,Q16610
 O75603,Q16610
 Q9Y223-2,Q16610
 O95872,Q16610
 P28799,Q16610
 P31273,Q16610
 P16144-2,Q16610
 Q2WGJ6,Q16610
 Q6L8H2,Q16610
 Q9BYQ3,Q16610
 Q5TA79,Q16610
 O14910,Q16610
 P61968,Q16610
 Q13064,Q16610
 P31323,Q16610
 Q96NU1,Q16610
 Q96EQ0,Q16610
 P09234,Q16610
 Q9UMX0,Q16610
 Q9UHD9,Q16610
Q16611,Q9UBB4
 Q16611,Q16611
 Q07812,Q16611
 P10415,Q16611
 Q16548,Q16611
 Q07817,Q16611
 Q07817-1,Q16611
 Q92843,Q16611
 P55957,Q16611
 G5E9A7,Q16611
 P28799,Q16611
 P04792,Q16611
 Q8WXH2,Q16611
 O60333-2,Q16611
 Q07820,Q16611
 P49810,Q16611
 Q9Y3C5,Q16611
 Q7L3V2,Q16611
 P00441,Q16611
 Q7Z699,Q16611
 Q86WV8,Q16611
 P97287,Q16611
 Q80U63,Q16611
 P24356,Q16611
 Q16611-1,Q16611
P56537,Q16612
O14503,Q16613
 Q8N5X7-2,Q16613
 Q13322-4,Q16613
 Q8IUC2,Q16613
 Q99750,Q16613
Q16617,Q6RW13
 Q6RW13-2,Q16617
 Q86WK6,Q16617
 Q13520,Q16617
 Q3SXY8,Q16617
 O75787,Q16617
 Q13145,Q16617
 P19397,Q16617
 P11912,Q16617
 O95471,Q16617
 Q9UHP7-3,Q16617
 Q9ULY5,Q16617
 Q9BQT9,Q16617
 Q15125,Q16617
 Q9HAV5,Q16617
 Q9Y282,Q16617
 Q96KR6,Q16617
 O15552,Q16617
 Q8TBE3,Q16617
 P36382,Q16617
 Q8TED1,Q16617
 Q6UXK2,Q16617
 P26715,Q16617
 Q8TAF8,Q16617
 Q6ZSS7,Q16617
 O14880,Q16617
 Q96HJ5,Q16617
 P21757,Q16617
 P15941-11,Q16617
 P41145,Q16617
 O00623,Q16617
 O60894,Q16617
 Q9Y225-2,Q16617
 Q05940,Q16617
 Q8IWU4,Q16617
 P27105,Q16617
 Q16623,Q16617
 Q96MV1,Q16617
 Q9BVX2,Q16617
 Q8N3G9,Q16617
 Q8IV31,Q16617
 Q96HE8,Q16617
 Q6PEY1,Q16617
P43360,Q16619
 P43360,Q16619
Q03114,Q16620
Q16621,Q9Y297
 P22607,Q16621
 Q53GS7,Q16621
 P06396,Q16621
 Q16621,Q16621
 Q9Y4A8,Q16621
 Q7Z699,Q16621
 Q9Y649,Q16621
 Q9DGW5,Q16621
Q16623,Q4LEZ3
 Q9P2A4,Q16623
 Q6RW13-2,Q16623
 Q9NVV5-2,Q16623
 Q86W74-2,Q16623
 Q16853,Q16623
 Q9BQE5,Q16623
 O95236-2,Q16623
 Q92482,Q16623
 Q3SXY8,Q16623
 O15155,Q16623
 Q9UL45,Q16623
 Q12981,Q16623
 Q8WVV5,Q16623
 Q8WVX3-2,Q16623
 P60033,Q16623
 Q16543,Q16623
 Q8NC01,Q16623
 Q9NWW5,Q16623
 Q96FZ5,Q16623
 O43169,Q16623
 Q9Y6V7,Q16623
 O00559,Q16623
 P50402,Q16623
 Q9UKR5,Q16623
 Q9NVF9,Q16623
 Q92520,Q16623
 Q8WWP7,Q16623
 Q96F15,Q16623
 O14653,Q16623
 Q13491-3,Q16623
 P09601,Q16623
 Q8N5M9,Q16623
 Q9BVG8-5,Q16623
 P21145,Q16623
 Q13021,Q16623
 P30301,Q16623
 Q8N4V1,Q16623
 Q9H115,Q16623
 Q9NZG7,Q16623
 Q16617,Q16623
 Q8IXM6,Q16623
 Q9UHJ9-5,Q16623
 P26678,Q16623
 P60201-2,Q16623
 Q5VZY2,Q16623
 Q8IY26,Q16623
 P54315,Q16623
 Q8TBN0,Q16623
 Q96LZ7,Q16623
 P78317,Q16623
 Q5QGT7,Q16623
 Q96IW7,Q16623
 O75396,Q16623
 Q9Y6X1,Q16623
 Q8N6R1,Q16623
 B2RUZ4,Q16623
 Q9BZL3,Q16623
 P60880,Q16623
 P60880-2,Q16623
 Q5SQN1,Q16623
 P37840,Q16623
 Q6UX34,Q16623
 P0DN84,Q16623
 O60499-2,Q16623
 O75558,Q16623
 Q86Y82,Q16623
 O14662-5,Q16623
 Q16623,Q16623
 P32856-2,Q16623
 Q13277,Q16623
 Q12846,Q16623
 Q13190,Q16623
 O43752,Q16623
 O15400,Q16623
 Q9UNK0,Q16623
 Q8N8B7-2,Q16623
 Q9NV29,Q16623
 Q9BXJ8,Q16623
 Q5BJH2-2,Q16623
 Q9P0S9,Q16623
 Q8N511,Q16623
 Q9H0R3,Q16623
 Q8TBM7,Q16623
 Q96HV5,Q16623
 Q9H2L4,Q16623
 P01375,Q16623
 Q9Y228,Q16623
 Q3SY00,Q16623
 A0AVG3,Q16623
 P40222,Q16623
 Q7KZS0,Q16623
 P0CB47,Q16623
 O75841,Q16623
 Q9NZ43,Q16623
 P23763-3,Q16623
 P63027,Q16623
 Q15836,Q16623
 O75379,Q16623
 O95183,Q16623
 Q8IW00,Q16623
 Q9UEU0,Q16623
 O95159,Q16623
 P17014,Q16623
 P52737,Q16623
 P15622-3,Q16623
 Q8IYI8,Q16623
 Q8N8Z8,Q16623
 Q96JC4,Q16623
 Q9ULM2,Q16623
 Q8N988-2,Q16623
 Q9H7X3,Q16623
 Q96C28,Q16623
 A8K8V0,Q16623
 Q9Y2P0,Q16623
Q16625,Q9BXN2
 P49674,Q16625
 P50570-2,Q16625
 Q8TED1,Q16625
 P19404,Q16625
 O15162,Q16625
 Q8N205,Q16625
 P24723,Q16625
P49759-3,Q16629
 Q9NQ29-3,Q16629
 Q9Y383,Q16629
 Q9UBU9,Q16629
 Q8NAV1,Q16629
 Q7Z6E9,Q16629
 Q15287,Q16629
 O00560,Q16629
 Q96SB4,Q16629
 P78362,Q16629
 Q9JKL7,Q16629
Q16630,Q9H6L4
 O43809,Q16630
 Q96DC9,Q16630
 O15162,Q16630
 Q9Y3C6,Q16630
 Q6FIE9,Q16630
 Q9H0M0,Q16630
 Q9H6L4,Q16630
 O95817,Q16630
 O43639,Q16630
 Q9UK80,Q16630
 Q9NZC7-5,Q16630
 P07947,Q16630
 Q96E35,Q16630
Q16633,Q96HB5
 Q9BY27,Q16633
 A8MTA8-2,Q16633
 O60548,Q16633
 Q13227,Q16633
 Q9Y5R4,Q16633
 O14964,Q16633
 P31273,Q16633
 P31274,Q16633
 P16144-2,Q16633
 Q2WGJ6,Q16633
 P59990,Q16633
 Q52LG2,Q16633
 Q3LI76,Q16633
 Q7Z4W3,Q16633
 Q3LI72,Q16633
 Q3SYF9,Q16633
 O14770-4,Q16633
 Q9BU61,Q16633
 P32242,Q16633
 Q99697-2,Q16633
 Q7Z3K3,Q16633
 Q9BTL3,Q16633
 Q9BX46-2,Q16633
 Q01974,Q16633
 P57086,Q16633
 Q8IUQ4,Q16633
 O95947,Q16633
 Q96A09,Q16633
 Q92734,Q16633
 O43711,Q16633
 O75604,Q16633
 A8MV65-2,Q16633
 A5D8V6,Q16633
 Q96IQ9,Q16633
 Q9P0T4,Q16633
Q16637,Q6PCB6
 Q96GX9,Q16637
 Q96DX5,Q16637
 Q8WXF7,Q16637
 Q9UL45,Q16637
 Q13895,Q16637
 Q96FZ7,Q16637
 Q9Y3Y2,Q16637
 Q9Y3Y2-3,Q16637
 P38432,Q16637
 Q9NR90-2,Q16637
 Q9UHI6,Q16637
 Q08426,Q16637
 O75616,Q16637
 Q8IZU0,Q16637
 Q9UHY8,Q16637
 Q9BVV2,Q16637
 Q6PIV2,Q16637
 P06241-3,Q16637
 O14893,Q16637
 Q8TEQ6,Q16637
 Q8WVV9-3,Q16637
 Q9BUJ2,Q16637
 P09017,Q16637
 Q6DN90-2,Q16637
 Q8NA54,Q16637
 Q14974-1,Q16637
 Q3SY46,Q16637
 Q8IUB9,Q16637
 Q3LI72,Q16637
 Q3LI70,Q16637
 Q3SYF9,Q16637
 Q3LI59,Q16637
 Q3LI64,Q16637
 Q3LI66,Q16637
 Q8IUC2,Q16637
 Q9Y5V3,Q16637
 Q99683,Q16637
 Q15759,Q16637
 Q9UBB5,Q16637
 Q8TDB4,Q16637
 O43196-2,Q16637
 Q9NV92,Q16637
 Q9NPJ8-3,Q16637
 O75925,Q16637
 O15160,Q16637
 P24928,Q16637
 O75817,Q16637
 Q13427,Q16637
 Q86UA1,Q16637
 P57729,Q16637
 Q7Z333,Q16637
 Q13435,Q16637
 Q2NKQ1-4,Q16637
 Q12824,Q16637
 Q16637,Q16637
 Q16637-3,Q16637
 P08621,Q16637
 P62314,Q16637
 P55769,Q16637
 O60749,Q16637
 Q5MJ10,Q16637
 Q7Z6I5,Q16637
 P37802,Q16637
 Q9NX07-2,Q16637
 Q99598,Q16637
 Q548N1,Q16637
 Q9UK41,Q16637
 Q9BUR4,Q16637
 Q9VV74,Q16637
 A0A142I5B9,Q16637
 P01023,Q16637
 P50570-2,Q16637
 Q8TB36,Q16637
 O43464,Q16637
 P42858,Q16637
 Q14974,Q16637
 P51608,Q16637
 P14678-1,Q16637
 P61073,Q16643
 Q16643-1,Q16643
 P62993,Q16643
 P28799,Q16643
 P60484,Q16643
 Q9BSI4,Q16643
 Q9ULU4,Q16643
 O35889,Q16643
P04792,Q16644
 Q15759,Q16644
 Q16539,Q16644
 PRO_0000037566 [P27958],Q16644
Q16649,Q9Y2J4
 Q9Y2J4-4,Q16649
 P18846,Q16649
 P16220,Q16649
 Q68CJ9,Q16649
 P35638,Q16649
 Q96IK5,Q16649
 O75031,Q16649
 Q9ULX9,Q16649
 O15525,Q16649
 Q16649,Q16649
 O76083-2,Q16649
 Q8WWB5,Q16649
 Q6NUQ1,Q16649
 Q12933,Q16649
 Q9DGW5,Q16649
P05067,Q16650
 P05067-2,Q16650
 P54253,Q16650
 P42858,Q16650
 O60260-5,Q16650
 P37840,Q16650
P42858,Q16653
 P0DN84,Q16653
Q16654,Q9H8W4
O95208-2,Q16655
P24385,Q16656
 Q14192,Q16656
 Q7Z3K3,Q16656
 Q9NRC8,Q16656
 Q02446,Q16656
 Q12933,Q16656
 O95994,Q16656
 Q92870-2,Q16656
 Q9BXC9,Q16656
 Q6AI39,Q16656
 Q9NSI6-4,Q16656
 Q5SWW7,Q16656
 Q3SXR2,Q16656
 P17540,Q16656
 Q03692,Q16656
 P67870,Q16656
 Q9NQ30,Q16656
 Q96JK4-2,Q16656
 Q7Z7F0-4,Q16656
 Q9UIH9,Q16656
 P78385,Q16656
 Q969R5,Q16656
 Q96JM7-2,Q16656
 Q9UBR4-2,Q16656
 A0A0S2Z5S9,Q16656
 Q9UPM6,Q16656
 P61968,Q16656
 Q14764,Q16656
 O14561,Q16656
 Q495U3,Q16656
 Q8N1D0-2,Q16656
 Q02086-2,Q16656
 Q99619,Q16656
 Q8NEQ6,Q16656
 Q9Y4I5-2,Q16656
 Q6ZNM6,Q16656
 Q9H0E2,Q16656
 Q9UPQ4-2,Q16656
 Q14119,Q16656
 O95789-4,Q16656
Q16658,Q9BXW9
 P40692,Q16658
 Q9ULL4,Q16658
 P63104,Q16658
Q16659,Q9GZV1
 Q9H6Z9,Q16659
 Q8IW41,Q16659
 Q8IW41-2,Q16659
 P12504,Q16659
P10275,Q16665
 P27540,Q16665
 P49407,Q16665
 Q9C0J9,Q16665
 O00257,Q16665
 Q92793,Q16665
 P35222,Q16665
 Q96CJ1,Q16665
 Q9GZT9,Q16665
 Q96KS0,Q16665
 Q9H6Z9,Q16665
 Q09472,Q16665
 P11474,Q16665
 P09467,Q16665
 P23771,Q16665
 Q9NWT6,Q16665
 Q92831,Q16665
 Q13330,Q16665
 P46531,Q16665
 Q13438,Q16665
 Q8N2W9,Q16665
 P14618-1,Q16665
 P25789,Q16665
 Q9UHD8-1,Q16665
 P84022,Q16665
 P08047,Q16665
 P63165,Q16665
 O94888,Q16665
 P40818,Q16665
 P40337,Q16665
 P17861,Q16665
 Q99PV5,Q16665
 Q5RIX9,Q16665
 Q6S7F2,Q16665
 Q61539,Q16665
 Q8BIF2,Q16665
 P51450-2,Q16665
P10275,Q16666
 P38398,Q16666
 Q96C10,Q16666
 Q86WV6,Q16666
 Q16666-2,Q16666
 P04637,Q16666
P24941,Q16667
Q16670,Q96JN2-2
 O95273,Q16670
 Q86X02,Q16670
 A1L4K1,Q16670
 A6NEM1,Q16670
 P28799,Q16670
 P04792,Q16670
 P60372,Q16670
 P60370,Q16670
 P60409,Q16670
 P60411,Q16670
 Q9BQ66,Q16670
 Q5JR59,Q16670
 Q5JR59-3,Q16670
 Q5VU43,Q16670
 Q8WV44,Q16670
 O76024,Q16670
P08238,Q16671
 P21145,Q16671
Q02763,Q16678
P28482,Q16690
Q16695,Q96GD4
 P45973,Q16695
 P04908,Q16695
 P16104,Q16695
 Q71DI3,Q16695
 P62805,Q16695
 O60341,Q16695
 O75164,Q16695
 P49321-2,Q16695
 Q0D2K3,Q16695
 Q9UHJ3,Q16695
Q16718,Q92993
 Q8TAP4-4,Q16718
 O75489,Q16718
 Q9H8W4,Q16718
 Q15047-2,Q16718
 P02766,Q16718
 P61981,Q16718
Q16719,Q8WUE5
 P56545-3,Q16719
 Q9NVL1-2,Q16719
 P61968,Q16719
 P59942,Q16719
 Q8TDC0,Q16719
 P78356-2,Q16719
 Q86WH2,Q16719
Q16740,Q9NYB9-2
 P05067,Q16740
 P54252,Q16740
 Q9NWQ9,Q16740
 P50570-2,Q16740
 Q86UW9,Q16740
 Q12805,Q16740
 O95967,Q16740
 Q8TB36,Q16740
 P28799,Q16740
 P42858,Q16740
 Q8WXH2,Q16740
 P61970,Q16740
 Q7Z4N8,Q16740
